SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1120,2025-03-28,Sharon Jones,wmiller@example.com,Gadget X,5,65.8,5.26,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1121,2025-03-12,Kevin Williams,fieldshenry@example.org,Widget B,,10.55,0.84,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1122,2024-05-25,Mr. Michael Washington,andrea66@example.org,Gadget Y,20,23.71,1.9,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1123,2025-05-16,Reginald Lopez PhD,davidwilliams@example.com,Gadget Y,20,58.03,4.64,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1124,2024-07-23,Nicole Davis,lnelson@example.org,Widget A,,70.17,5.61,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1125,2024-12-30,Angelica Hayes,howard46@example.net,Widget C,1,65.94,5.28,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1126,2024-09-17,Amanda Morris,williamshaley@example.com,Gadget X,3,40.27,3.22,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1127,2025-02-05,Sarah Alexander,bethcantu@example.org,Widget C,2,75.89,6.07,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1128,2024-11-24,Anthony Hernandez,ryan15@example.net,Widget C,5,60.81,4.86,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1129,2025-02-17,Eric Smith,aarontrujillo@example.net,Widget C,1,42.48,3.4,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1130,2024-11-29,Ronald Ellis,terrydavid@example.net,Widget C,3,77.99,6.24,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1131,2025-02-05,Randy Alexander,arthurmendoza@example.com,Widget C,3,37.54,3.0,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1132,2024-05-27,Brady Miller,davidbarker@example.org,Widget C,0,44.32,3.55,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1133,2024-05-24,Darrell Morgan,dmarks@example.com,Widget C,20,37.18,2.97,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1134,2024-12-22,Amy Mcdonald,rowens@example.com,Gadget X,20,64.28,5.14,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1135,2024-08-15,Sara Weaver,kelseycarroll@example.net,Widget C,5,14.21,1.14,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1136,2024-06-30,Teresa Brown,,Widget C,,60.42,4.83,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1137,2025-04-09,Susan Hall,brittanymorris@example.org,Widget B,10,74.13,5.93,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1138,2025-02-19,Amanda Crawford,,Widget B,5,55.06,4.4,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1139,2025-02-19,Stephanie Lopez,heather32@example.com,Widget C,10,70.18,5.61,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1140,2024-10-28,Phillip Clark,millerjenny@example.net,Widget B,1,41.19,3.3,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1141,2025-04-07,James Black,bauerstacy@example.net,Gadget X,1,81.82,6.55,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1142,2025-04-10,Beth Scott,gonzalezcarla@example.com,Widget B,20,56.57,4.53,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1143,2024-06-30,Daniel Martin,,Widget A,10,60.61,4.85,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1144,2025-05-18,Tammy Stewart,simmonstimothy@example.com,Widget C,5,56.41,4.51,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1145,2024-11-12,Kevin Berry,nortonjacqueline@example.org,Widget A,20,71.08,5.69,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1146,2024-09-22,Virginia Huang PhD,wrightemily@example.org,Widget A,10,28.67,2.29,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1147,2025-01-17,Marcus Tran,mowen@example.net,Gadget Y,2,45.03,3.6,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1148,2025-04-29,Tammy Stewart,zcosta@example.net,Widget A,0,14.4,1.15,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1149,2025-05-09,Stephanie Lopez,taranelson@example.net,Gadget Y,2,48.54,3.88,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1150,2024-08-18,Leslie Mason,welchdaniel@example.org,Widget C,0,29.68,2.37,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1151,2024-09-27,Joseph Suarez,,Gadget Y,10,63.3,5.06,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1152,2024-09-18,Kimberly French,,Gadget X,0,43.12,3.45,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1153,2025-01-06,Susan Quinn,richard49@example.org,Gadget Y,0,79.02,6.32,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1154,2024-06-27,Dawn Brewer,jamesrasmussen@example.net,Widget A,3,51.61,4.13,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1155,2024-06-13,Eduardo Williams,victornicholson@example.net,Gadget Y,20,26.36,2.11,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1156,2025-01-04,Cynthia Obrien,,Gadget X,2,51.48,4.12,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1157,2024-11-07,Taylor Higgins,maldonadocynthia@example.net,Gadget Y,1,52.94,4.24,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1158,2024-05-29,Ryan Page,,Widget A,1,21.12,1.69,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1159,2024-05-19,Christopher Lester,awilliams@example.net,Widget B,20,73.69,5.9,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1160,2025-04-05,Jose Cortez,,Gadget Y,10,64.96,5.2,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1161,2024-07-20,Victoria Gonzalez,davisdenise@example.org,Widget B,2,93.96,7.52,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1162,2025-03-31,Virginia Huang PhD,imartin@example.org,Gadget Y,10,33.38,2.67,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1163,2024-05-21,Jeffery Graham,pmurillo@example.com,Widget B,,89.39,7.15,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1164,2024-10-10,Christopher Lester,wweber@example.net,Widget B,10,13.99,1.12,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1165,2024-09-29,Angela Black,johnsonscott@example.net,Gadget X,5,71.31,5.7,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1166,2025-01-24,Sean Wallace,christopher16@example.net,Widget C,3,85.8,6.86,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1167,2025-05-05,Bradley Nguyen,gcurtis@example.com,Widget C,5,96.84,7.75,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1168,2024-06-14,Lawrence Matthews,vbautista@example.com,Widget B,10,85.4,6.83,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1169,2024-06-17,Erin Vega,stephanierodriguez@example.net,Widget A,2,24.33,1.95,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1170,2025-04-12,Monica Ramirez,allen49@example.net,Widget C,5,21.46,1.72,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1171,2024-12-25,Elizabeth Woods,megansherman@example.org,Widget C,2,71.01,5.68,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1172,2024-07-01,Miss Stephanie Robbins MD,joshua97@example.net,Gadget X,0,86.7,6.94,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1173,2025-01-16,Theresa Padilla,yayala@example.net,Widget B,10,59.4,4.75,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1174,2024-06-04,Joseph Suarez,stefaniepreston@example.com,Widget A,2,71.99,5.76,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1175,2024-10-23,Pedro Townsend,marshalllauren@example.org,Gadget X,0,21.4,1.71,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1176,2024-08-04,Barbara Li,mjackson@example.com,Gadget Y,3,73.18,5.85,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1177,2024-11-17,Leslie Winters,lisa36@example.net,Widget A,3,70.34,5.63,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1178,2024-06-27,James Freeman,dunnalexander@example.org,Widget C,1,92.26,7.38,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1179,2024-07-28,Jill Matthews,peggy03@example.org,Widget C,10,79.19,6.34,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1180,2025-05-05,Randy Alexander,josephbeck@example.org,Widget C,5,65.83,5.27,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1181,2024-07-23,John Larson,mendeztyler@example.org,Widget B,10,71.24,5.7,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1182,2025-05-18,Alexandria Hall,michellewilliamson@example.net,Widget B,10,55.48,4.44,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1183,2025-01-03,James Freeman,murrayemily@example.org,Gadget Y,0,45.98,3.68,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1184,2025-01-18,Bryan Jensen,brittanyriddle@example.org,Gadget Y,1,46.11,3.69,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1185,2025-01-13,Kristen Ford,lawrenceandre@example.org,Gadget Y,0,99.75,7.98,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1186,2025-03-17,Jorge Powell,kyle57@example.org,Gadget Y,2,59.36,4.75,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1187,2025-01-26,Jonathan Salazar,jessicamcclain@example.net,Widget A,20,86.84,6.95,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1188,2024-07-11,Bruce Knight,meyerkurt@example.net,Gadget X,3,49.8,3.98,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1189,2024-09-20,Lori White,tdavila@example.org,Widget B,2,76.36,6.11,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1190,2024-07-27,Angela Black,matthewwilliams@example.org,Gadget X,5,56.34,4.51,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1191,2024-07-05,Anthony Preston,burnsandrea@example.net,Widget C,5,87.74,7.02,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1192,2024-08-30,Jill Matthews,robin93@example.net,Widget C,0,34.45,2.76,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1193,2024-06-04,Tonya Gonzales,tnguyen@example.net,Widget B,2,57.41,4.59,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1194,2024-05-30,Kristen Ford,anthonybutler@example.net,Widget A,10,77.09,6.17,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1195,2024-07-20,Darrell Morgan,devin82@example.org,Widget A,1,96.36,7.71,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1196,2025-03-31,Marvin Alexander,uwilson@example.net,Gadget X,20,41.35,3.31,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1197,2025-01-21,Amanda Davis,williamscarlos@example.org,Widget C,5,43.65,,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1198,2025-05-10,Ricardo George,bmitchell@example.com,Gadget X,3,73.91,5.91,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1199,2024-11-27,Kelly Myers,margaret58@example.org,Gadget Y,3,27.22,2.18,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1200,2025-03-09,Sarah Armstrong,marshalljenna@example.com,Widget B,3,36.33,2.91,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1201,2024-08-03,Richard Williams,jonesapril@example.org,Widget B,10,22.58,1.81,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1202,2024-10-15,Kristin Wang,brownangela@example.org,Widget A,3,34.47,2.76,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1203,2024-11-08,David Galloway,huntrobert@example.com,Gadget X,20,92.03,7.36,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1204,2024-12-18,Amanda Crawford,odickerson@example.com,Gadget Y,5,38.81,3.1,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1205,2024-12-19,Steven Wong,cvelez@example.com,Gadget Y,0,86.02,6.88,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1206,2024-06-02,Leslie Doyle,jimenezbecky@example.net,Gadget X,,47.43,3.79,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1207,2024-09-24,Angie Rush MD,william61@example.com,Gadget X,10,84.86,6.79,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1208,2024-09-02,Angela Hunt,lynn95@example.org,Gadget X,0,21.76,1.74,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1209,2025-04-17,Bryan Jensen,hoffmanrobin@example.org,Widget B,0,18.64,1.49,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1210,2024-11-13,Jose Cortez,zhodge@example.com,Gadget X,3,58.83,4.71,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1211,2024-07-01,Vincent Hernandez,desiree21@example.com,Widget B,3,85.38,6.83,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1212,2024-07-26,Tanner Cruz,,Widget A,5,36.56,2.92,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1213,2024-10-21,Natasha Olson,johnfernandez@example.net,Widget B,10,59.05,4.72,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1214,2025-02-04,Mark Mckinney,michael08@example.net,Widget C,2,39.64,3.17,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1215,2024-10-18,Jennifer Roberts,douglas63@example.org,Widget C,2,54.89,4.39,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1216,2025-01-14,Kevin Jenkins,robert36@example.com,Gadget X,10,60.43,4.83,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1217,2024-09-20,James Collins,monicashort@example.com,Gadget X,1,26.66,2.13,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1218,2024-11-04,Angela Baker,christiangallagher@example.com,Widget C,,33.39,2.67,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1219,2024-11-18,Juan Welch,andreabrown@example.com,Gadget X,5,83.1,6.65,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1220,2025-02-20,Joseph Shelton,stacey85@example.org,Gadget Y,0,36.79,2.94,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1221,2025-03-26,David Galloway,,Gadget Y,5,48.4,3.87,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1222,2024-09-18,Kevin Williams,ymckee@example.org,Gadget X,20,42.37,3.39,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1223,2025-03-11,Tyler Boyd,,Widget B,2,75.21,6.02,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1224,2024-07-22,Wanda Anderson,haynestara@example.org,Gadget Y,2,45.92,3.67,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1225,2025-01-21,Tonya Montgomery,cavery@example.org,Widget C,20,58.94,4.72,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1226,2024-12-30,Sean Rice,agrant@example.org,Widget A,1,37.25,2.98,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1227,2025-04-16,George Morris,hguerrero@example.com,Gadget Y,5,16.17,1.29,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1228,2025-05-12,Amanda Crawford,monicaweiss@example.net,Widget B,0,12.14,0.97,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1229,2025-04-27,Darryl Martin,matthewwalker@example.org,Gadget X,20,94.05,7.52,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1230,2025-04-27,Angela Hunt,usimmons@example.org,Widget B,10,11.95,0.96,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1231,2024-11-05,Renee Hunter,thompsonjeffery@example.net,Gadget Y,1,55.43,4.43,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1232,2024-09-15,Monica Walker,danielle58@example.net,Gadget Y,10,60.6,4.85,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1233,2025-01-29,Christopher Lester,brian46@example.com,Widget A,2,78.46,6.28,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1234,2024-07-17,Sarah Oliver,ereed@example.net,Widget A,3,95.22,7.62,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1235,2024-07-14,Tracy Miller,ewhitaker@example.com,Widget B,10,87.5,7.0,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1236,2024-05-31,Jonathan Myers,johnsonnicole@example.org,Gadget Y,20,50.93,4.07,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1237,2024-12-25,Eric Gilmore,duranbryan@example.com,Gadget X,20,49.71,3.98,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1238,2025-04-29,Natasha Olson,efuller@example.net,Widget C,10,20.09,1.61,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1239,2024-07-18,David Owen,,Widget B,20,26.91,2.15,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1240,2024-10-08,Amanda Davis,,Widget A,10,94.71,7.58,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1241,2024-06-07,Anthony Dunn,hickssarah@example.com,Widget A,2,91.98,7.36,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1242,2024-12-14,Elizabeth Perry,,Gadget X,10,19.01,1.52,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1243,2024-10-30,Natasha Olson,holtsabrina@example.org,Widget A,5,61.52,4.92,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1244,2024-06-29,David Owen,marthacallahan@example.net,Gadget X,2,77.17,6.17,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1245,2025-05-17,Beverly Wood,,Widget B,20,41.51,3.32,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1246,2024-11-13,Melanie Murphy,jonathan20@example.org,Gadget Y,5,48.38,3.87,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1247,2024-12-16,Gabrielle Burton,pjones@example.org,Gadget Y,20,92.58,7.41,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1248,2024-11-05,James Reed,benjaminburgess@example.com,Widget A,5,95.88,7.67,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1249,2024-11-05,Amanda Marshall,johnmurphy@example.com,Widget C,20,36.06,2.88,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1250,2024-10-30,Christopher Ellis,davidzavala@example.com,Widget B,3,67.48,,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1251,2025-03-24,Rebekah Miller,melissa37@example.com,Gadget X,5,46.97,3.76,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1252,2024-10-04,Eric Gilmore,cooleyrobin@example.com,Widget B,10,61.29,4.9,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1253,2025-03-16,Christopher Lester,faith55@example.net,Gadget Y,2,55.12,4.41,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1254,2025-02-10,Barbara Thomas,,Widget A,2,43.62,3.49,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1255,2025-04-01,Joseph Hernandez,,Gadget Y,0,72.58,5.81,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1256,2024-11-24,Kathleen Duke,rickysheppard@example.com,Widget C,20,93.98,7.52,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1257,2024-11-07,Lisa Davis,davidcox@example.net,Widget C,5,72.0,5.76,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1258,2024-08-13,Tara Carter,todd48@example.org,Gadget X,2,90.7,7.26,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1259,2024-09-03,Julie Spears,stephenjensen@example.com,Widget A,1,80.17,6.41,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1260,2025-02-18,John Jones,pwilliams@example.org,Widget C,1,77.59,6.21,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1261,2024-11-01,Danielle Hoffman,shannonnguyen@example.org,Widget A,2,94.48,7.56,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1262,2024-07-10,Megan White,arnoldbetty@example.org,Gadget Y,,99.66,7.97,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1263,2025-01-06,Aaron Coleman,walkerkendra@example.net,Gadget Y,1,73.66,5.89,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1264,2024-09-25,Sean Wallace,lbell@example.org,Widget C,20,46.2,3.7,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1265,2024-05-22,Todd Harmon,jonesdustin@example.net,Widget A,0,83.78,6.7,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1266,2025-03-23,Taylor Higgins,patricia71@example.org,Gadget Y,1,73.8,5.9,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1267,2025-03-05,Gina Morris,xclark@example.com,Gadget X,2,46.06,3.68,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1268,2024-09-05,Joseph Sawyer,nnelson@example.net,Gadget Y,0,56.92,4.55,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1269,2024-09-23,Richard Moreno,ryanruiz@example.com,Widget A,,68.41,5.47,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1270,2024-11-14,Tracy Miller,andersonjulie@example.net,Widget B,2,58.47,4.68,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1271,2025-02-21,Brian Castillo,yjames@example.com,Widget A,0,72.94,5.84,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1272,2024-08-28,Carrie Adams,stevensonryan@example.net,Widget B,0,35.2,2.82,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1273,2024-07-17,Katherine Hughes,kimberly75@example.net,Widget A,10,62.64,5.01,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1274,2024-11-14,Joseph Solis,turnerjacqueline@example.com,Widget A,3,21.7,1.74,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1275,2025-01-20,Albert Drake,caseystacy@example.org,Widget A,1,56.21,4.5,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1276,2024-11-08,Michael Crawford,ulewis@example.org,Widget A,2,90.1,7.21,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1277,2024-07-24,Kimberly Gonzalez,kelly11@example.com,Widget B,0,16.73,1.34,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1278,2024-05-24,Ryan Hughes,rlee@example.org,Widget A,10,35.97,2.88,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1279,2024-12-09,Susan Hall,eric88@example.com,Widget C,10,37.44,3.0,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1280,2025-01-07,Brittney Ballard,,Widget C,1,23.83,1.91,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1281,2024-06-14,Julie Wong,michael98@example.net,Widget B,10,39.88,3.19,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1282,2025-03-13,Eric Gilmore,jeffrey36@example.org,Gadget X,2,80.58,6.45,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1283,2025-01-24,Thomas Morgan,christopher52@example.org,Widget C,2,60.16,4.81,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1284,2024-11-30,Tyler Fisher,nrobinson@example.com,Gadget Y,2,19.46,1.56,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1285,2025-01-30,Taylor Silva,sheri14@example.org,Widget A,,16.91,1.35,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1286,2025-03-27,Angelica Hayes,christopher81@example.org,Widget B,0,15.98,1.28,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1287,2024-05-25,Hannah Stevens,xcalderon@example.net,Gadget Y,3,72.0,5.76,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1288,2025-01-16,Derrick Anderson,bgonzalez@example.com,Widget B,,96.65,7.73,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1289,2025-02-11,Richard Moreno,,Gadget X,10,53.86,4.31,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1290,2025-01-30,Wesley Liu,jenniferdavis@example.net,Widget A,1,78.48,6.28,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1291,2024-06-04,Bill Marshall,ulee@example.com,Gadget Y,5,80.48,6.44,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1292,2024-10-04,Alicia Cline,kristenedwards@example.net,Widget C,0,27.91,2.23,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1293,2024-05-18,Dylan Figueroa,vtownsend@example.net,Gadget X,10,58.57,4.69,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1294,2025-02-20,Aaron Coleman,cyang@example.org,Gadget Y,0,34.38,2.75,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1295,2024-08-01,Stephanie Jones,goodmandanielle@example.org,Widget B,1,35.59,2.85,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1296,2024-10-09,Alexandria Hall,nicholejames@example.com,Widget C,1,84.72,6.78,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1297,2024-06-23,Miss Stephanie Robbins MD,ashleyenglish@example.org,Gadget Y,2,52.46,4.2,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1298,2024-08-05,Cody Thompson,ifisher@example.net,Widget A,1,17.86,1.43,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1299,2024-12-18,Raymond Mason,denisesandoval@example.net,Gadget X,10,40.04,3.2,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1300,2024-10-19,Heidi Allen,david07@example.com,Widget C,10,32.02,2.56,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1301,2024-09-16,Tracy Miller,rittersamantha@example.com,Widget B,5,44.59,3.57,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1302,2024-09-05,Daniel Richard,nrowland@example.org,Gadget X,3,87.78,7.02,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1303,2025-01-25,Lori Lara,greenandre@example.net,Widget C,3,60.35,4.83,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1304,2024-10-03,Tracy Walker,penny63@example.org,Gadget Y,1,16.47,1.32,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1305,2024-09-25,Erika Salinas,julieallen@example.net,Gadget X,,16.52,1.32,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1306,2025-02-24,Stephen Kane,icuevas@example.org,Widget C,3,64.06,5.12,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1307,2024-12-16,Deanna Blankenship,adambrown@example.org,Widget B,5,75.21,6.02,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1308,2025-05-15,Matthew Myers,anne66@example.com,Gadget X,0,95.03,7.6,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1309,2024-12-27,Brianna Nelson,dianavaughn@example.com,Gadget X,1,76.92,6.15,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1310,2024-11-14,Miss Stephanie Robbins MD,carlagarcia@example.com,Widget C,0,16.37,1.31,"{""color"": ""red"", ""warranty"": ""1 year""}"
